0.0,46.4574000744
0.0666666666667,46.4659907392
0.133333333333,46.3872775883
0.200001548805,46.2854085095
0.266669838018,46.1134169445
0.333336450683,45.9414253795
0.400003063359,45.7407685537
0.466669676024,45.3967854237
0.533336288699,45.1278973683
0.600002901374,44.8234802071
0.666669514049,44.4981911328
0.733336126715,44.1046247356
0.80000273939,43.632345059
0.866669352055,43.1035645572
0.93333596474,42.6090724263
1.0000025774,42.1367927496
1.06666919008,41.5070865141
1.13333580274,40.9823352557
1.20000241542,40.3263873225
1.2683356934,39.6350679966
1.33500230608,39.0044322583
1.40166891874,38.2010359528
1.46833553143,37.4278429126
1.53500214409,36.7054872775
1.60166875677,35.822588306
1.66833536943,34.9626304811
1.73500198211,34.0292422796
1.80166859477,33.1633983097
1.86833520746,32.1401281634
1.93500182012,31.038144929
